artist,genre,title,album,lyrics,labels
Desmond Dekker,Reggae,7,This Is Desmond Dekker,acum rudeboys goil ieși rudeboy putea deoarece trebui dem loot dem Wail shanty dem loot dem throt dem Wail shanty town dem rudeboys rudeboy bomb rudeboy bomb rudeboy bomb shanty town ocean eleven rudeboys go wail caune fail caune must get bail dem loot dem shoot dem Wail shanty town dem loot dem shoot dem Wail shanty town dem rudeboys get probation rudeboy bomb town shanty town polic get taller get longer urlet shanty,"['Joyful activation', 'Power', 'Solemnity', 'Tension']"
Tarrus Riley,Reggae,Cool Me Down,Country Bus Riddim,fierbinte acum nevoie sine părea timp pierdere oar oară nevoie iubitor trebui acum nevoie nevoie jur fată sta jur copil oferi haffi spune prieten cifră scrie scrisoare dragoste wow vrea seamă jean perfect visez simți picior sol jos copil copil baaby fericit jos cuvânt linie melodie timp muzică cho lin alega acum părea crede nebun jos cho fierbinte fierbinte rugă haffi spune prietean,"['Amazement', 'Calmness', 'Joyful activation', 'Tenderness']"
The Sundays,Rock,You’re Not the Only One I Know,"Reading, Writing, and Arithmetic ",exprimar vorbe voce tare vrea cont propriu citire stelelor vrea vrea singur singur cunosc vorbe vorbi caz exprima cont propriu perfect bine dormi scaun vorbi voce tare singur singur vorbi singur vorbi singur vorbi singur vorbi deplasă decide singur cunosc vorbi singur vorbi singur tânăr,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Maxi Priest,Reggae,If i gave my heart to you,Easy to Love,inimă spune copil inimă spune mw copil vrea uita primi pierde timp vrea drag interior prudent dragoste joc joc inimă rupe inim rupe tezau point starting continuu first day help sură start made unbreakablu material thinking mutual orelse someonă sure think vain asking thesă questions love gam gamă gav heart rupe inim rupe tezau iubito spune inimă baby spune speră sigur iluzie potrivit sigur vrea trece inimă complet profund problem dragoste putea aduce bucurie putea dureros dragoste joc joc inimă rupe inim rupe tezau iubito inimă spune iubito spune spune spune inimă spune,"['Solemnity', 'Tenderness', 'Tension']"
Garth Brooks,Country,Papa Loved Mama,Ropin’ the Wind,conduce aproape mamă crazy camionier parte putea gestiona crede nevoie papa bine apel sine afla iubi bine aspect aspect scoate sine uita mamă mamă iubi mamă cimitir stilou obligă sine veni trandafir sine descurca bine auzi jos auzi sine perete dormit vechi motor imagine vechim timp motor vechime timp vechi motor diesel motor vechi timp motor vechime vechim vechime timp motor diesel Vechime vechim vechime timp vechi motor diesel imagine vechim vechim vechim vechim vechime timp sine motor vechim vechim paper showed scean real well buried local motel desk clerk said saw real clear never hit brakes shifting gears looker lord papa loved loved men graveyard pen,"['Nostalgia', 'Sadness', 'Tension']"
Tim McGraw,Country,Red Rag Top,Tim McGraw And The Dancehall Doctors,verde lume ridica top ascunde lumină fierbinte timp opri bine gaz parte gaz vreme parte timp loc lume decide jură jos vrea exista nici_un regret lumină drum parte fapt spune vrea spune spune parte sine aminti bine nici_un putea pierdere timp minte opri ochi verde vechi top,"['Nostalgia', 'Sadness', 'Tenderness']"
The Mission UK,Rock,Wasteland,God’s Own Medicine,crede dumnezeu crede vedere cristal fereastră putea vedea sabia putea zid loc crawl sine dincolo bină dans mormint putea lucru teren spirit dispune carne sine tachinez durere pustiu iad cunosc bine alegere simți speriat strig voce tare putea auzi voce pustiu,"['Nostalgia', 'Power', 'Sadness', 'Solemnity', 'Tension']"
Snoop Dogg,Hip-Hop,Murder Was the Case,Doggystyle,fundal acolo nigga nigga sine parte fereastră jos clip gon na fum thidă prost ferestrele bine acolo duce omulă snoop dogg snoop dogg om drac nigge pistol nigga sine prost om ridica alerge om ridica om prost drac set primi acum drac nigga nigga sine nigga nigga acum timp uita cere minte ochi tremur sine rup salva dogg piept opri naibiu vedea demon drag zeu mira putea salva asemenea voce vorbe aduce stil vrea bine timp vrea totdeauna vrea g mak life Better imagine vrea even dreamed relax sou let tak control close eyes son eyes closed casă gav casă gav fresh coma daddy homies corner gon na takă miracl say walk talk anyway get fronted som keys get back feet baler loc ban fum cronic hella benz boo boo boo jag acum rostogoli schimbă minte funde acord fumez buruian doare nevoie trebui muri rugă domn suflet lua suc drum sine gri agitat cap picior gizzo cunosc niggas parte recunosc mad niggas spire trimite curte nivel loc sta noaptea auzi per niggas shanks caz sine desprinde spune homie boo lua probabil vrea pune plimbare crimă caz caz,"['Power', 'Solemnity', 'Tension']"
The Cure,Rock,Pictures of You,Disintegration,uita timp imagine aproape crede timp imagine aproape crede imagine putea simți amintindu sta ploaie timp alerga inimă aproape timp cer aproape aproape frică timp crede mare sperie mare mare mare marg curaj moarte alb delica pierde frig pierde amintindu lent deschid ochi cuvânt potrivit seamă inimă privind timp inimă timp cuvânt despart imagine lume dori simți inim lume dori simți sine poza,"['Nostalgia', 'Sadness', 'Tenderness']"
Pearl Jam,Rock,Release,Ten,lume frison cale merge fereastră cuvânt cal timp ploaie drag vedea acum vrea val duce durere eliberă ohh ohh ohh ohh drag vedea acum deschide lansar eliberr ohh ohh ohh,"['Calmness', 'Nostalgia', 'Sadness', 'Solemnity']"
JAY-Z,Hip-Hop,Tom Ford,Magna Carta... Holy Grail,clap nigge funde rapping niggas fund nigge fund rapping niggas fund tom Ford tom Ford tom veni jos curat coroan trill jos pard sezon nigga fund rapping niggas fund petrece euroi ciudat petrece număr verifica tom rack tom fod numer concord bun sunet flux special sunet wayne perry bout wayne perry district arma tumblrs drac hashtags retweets nigge personaj nigge flageling nigga rced hait numer concord scor tom Ford tom arunca veni coroan,"['Amazement', 'Joyful activation', 'Power']"
Tarrus Riley,Reggae,Start A New,Reggae Gold 2009,nuh seh go hal har acolo femeie sine părea sentiment interior spune sine simți corect lucru yuh den Waan tek yuh seduce yuh mek know nah get nuh loving star di forfy wheh tek beat tek go war war chip destul frumos vrea ajunge sion oare oare tăia lung timp nuh fraid tăia vindecare corect top waan thump inna yuh eye mum brut Waan sine corect mare vedere domestic betta yuh yuh denumire seduce tek yuh nuh stea den putere lua tek beat tek goar war war destul frumos cicatric vrea ajunge yuh inimă trebui carne nume yuh den yuh mek nuh iubitor stea den vrea tek beat tek go war war frumos vrea ajunge sion yuh inimă corect choim sine luptă vedere exista bate mizer seduce yuh mek plăcea stea den putere vrea bate tek tek go war war destul frumos cicatric vrea ajunge yuh inimă tăia tăia scurt vrea tăia tăia tăia vrea opri tăia tăia tăia tăia vrea opri vrea vrea opri vrea vrea opri vrea om yuh den Waan tek yuh den Waan abuz yuh,"['Sadness', 'Tension']"
Reba McEntire,Country,Does He Love You,Greatest Hits Volume Two,vreme acum acum departe loc vrea nume sine sine fanteziu spune nevoie vrea crede trebui pierde trebui pierde sine sine fantezie spune nevoie vrea crede,"['Sadness', 'Tension']"
Burning Spear,Reggae,Burning Reggae,Rasta Business,om parte veni parte reggae arsura reggae reggae foc foc reggae reggae reggae arsura vecin spune onă stop mr avenue hav som friendse Work coliseume hav som friendse Work coliseume want know know thid onă cursă giv thanks worst jah bless onă cursă giv veni parte reggae,"['Amazement', 'Joyful activation']"
Manic Street Preachers,Rock,A Design For Life,Everything Must Go,libraries gav us power Work made us free pric shallow piece dignity wish bottle right dirty wear scars show talk want get drunk allowede spend told thidă end design lif design lif design lif design life wish bottle right pretty wear scars show talk dragoste vrea voie petrece deoarece sine spune design design design design,"['Nostalgia', 'Sadness']"
The Notorious B.I.G.,Hip-Hop,Me & My Bitch,Ready to Die,pune ucide act lua drac admit first thoughts trick good suck daddy dick never felt way lif takă long befor Made Wife rings shit main squea coming crib even set keys days nickels process admit tricked little bitch onă never snitch love broke vrea furthy drac bogat recunosc moment corect vin corect tratez corect netez bate curv curv plăcea fund curvă pune curvă naibii curvă mint sine săpa vrea plăcea juca ceelo craps gats gent dim puternic bit folosi toalet hain fereastr bate polo timbos ascunde cheile putea truc vrea lua vrea invita politicos luptă g vrea seamă nigga bitch bitch catch ass fucking around cut motherfucking dick bitch bitch bitch bitch stop playing bitch bitch pl jokes jokes bitch glume pulă ajuta planific jafurile ezita strecor scoate pericol pune pager trebui minor major nici_un pune aplicare armă sine afla sine afla curat scoate drovă block stashed burner bushes stepped polic shoves pushes Takă long befor tears saw bitch Dead gunshot heart know meant guess niggas felt onă em Life end Best friend bitch bitch curv curva aproximativ spune spune trebui ridic brooklyn,"['Power', 'Tenderness']"
Jah Cure,Reggae,Longing For,True Reflections...A New Beginning,simți rege iubitor real magnet dragoste vrea luptă trebui dovedi dragoste cadru ajunge deoarece vrea ajunge vrea iubu copil doare babilon leac dor copil dor babilon leac putea vedea putea vedea trebui acolo oară oară nevoie prieten vrea timp vrea lung totdeauna iubi copil minte indiferent moment dor copil dor durea durea dor copil dor babilon leac simți rege iubitor real magnet dragoste vrea luptă vrea dovedi dragoste profund interior profund dor dor babilon leac dor dor,"['Sadness', 'Tenderness', 'Tension']"
Lauryn Hill,Hip-Hop,Superstar,The Miseducation of Lauryn Hill,lume spune acum lume acum acum acum baby haide hai baby hai hai baby hai hai baby fock thear tother obosi muzic trebui inspira acum spune filozofie exact trebui artist trebui prosperita nici_un concept realitate defect legilor spiritual sine simți vrea aplaudă light foc obosi muzic trebui inspiră crede sine mic crede cazi sune lovi acum vrea efect haid light foc obosi muzic trebui inspiră teren plan carne freaks dor ghetou album amorot lucra trage confruntă acum scuipa vrea acum rime scrieri bloc nume complet cimenta linie lua procent precedent respecta termină serios uit zonă sta indiferent vrea acum jos vrea geantă deschis roz foc obosi muzic trebui inspiră light foc obosi muzic trebui inspiră light foc obosi muzic trebui inspiră,"['Solemnity', 'Tenderness', 'Tension']"
The Notorious B.I.G.,Hip-Hop,Everyday Struggle,Ready to Die,vrea auzi moarte drog jongla vrea auzi moarte drog jongla buzunar timp Iad vinde lua stres umple parcurs factur tanqueray diabolic aminti fumă mamă jos putere mutr glock floare chump flux vrea autopsie merge papi copie anumit lot auzi datora atac prinde putea moarte agitat drog jongla vrea auzi moarte hustle drog jongla plan principal lua miere amtrak fisura fund stash onoare numerar rapid spune putea locotenent gaze literalment dublu cap primi putea lovi tare infiltră nino ucide auzi nume placat dumnezeu vrea smulge spune vrea lovi cotidian lume vrea luptă vrea auzi moarte drog jongla vrea auzi moarte hustle drog jongla cadavru corp vrea vedea vechi acum acum truc mic aluat franj tânăr sine dope binges sering van greu explica fum fum creier sine ciudat ruperă set gros joc prenum trebui rahat sperie primi primi aer sine rahat luptă spune vrea liv moră front door living day like hustle another drug juggle day struggle Wanna liv moră front door living day like hustle another drug juggle day struggle Wanna liv moră front door living day like hustle another drug juggle day struggle Wanna liv mor sometimes auzi moarte agitat drog jonglă drept junior rock rock biggie smalls right junior,"['Power', 'Sadness', 'Tension']"
Snoop Dogg,Hip-Hop,Tha Shiznit,Doggystyle,popppinge opri iepure lua putea apucare trebui nigga sine deplasa set alunecare apucare timp scufunde acum acum misiune demona sens demona moment stea demona moment demona niggas jos episod ban plăcea spune arunca coupe folosi acum hitur fapt nigga diggy cut filma nebun biz markie intra rahat gangsta zbor niggas joca mutt primi mic mesaj finna nume luke vedea g vedea homie drac nigga spune excursie fund ak vedea serve sexist seamă lex biatch shit oarecum creier uita microfon Apuc Apuc mufe snoop doggye prime dublu gras cronic nevoie putea lua fum zilnic loc nigga nume drac funde rahat trece rahat pune rahat microfon trump microfon lovi snoop microfon vri snoop doggye dogg umm umme veni gat chitar sine vrea nigga luna crede relaxă prinde cadillac fumă uncie jos timp vrea,"['Joyful activation', 'Power']"
Yellowman,Reggae,I’m Getting Married,20 Super Hits,lua legal lua ding inel copil galben gon na minte du timp auzi spune crede sexy cho ajunge atinge nevoie cho ajunge spune iubire iubire uita stoarcer uită tachinare inel copil galben gon na minte du timp auzi spune drum duce drum duce weh name rugă melodie dragoste schimbă minte plecare aduce aduce dulce iubire aduce lung desigur yellowman iubi veni vorbă putea sine toasta inel copil galben gon na minte du timp auzi spune puiu orez dulce frumos condiment spune ton bun voce veni omor picior minciun dingging dong inel copil galben gon na minte du timp auzi omul dragoste violet albastru dulce dragoste dulce,"['Joyful activation', 'Tenderness']"
The Who,Rock,Won’t Get Fooled Again,Who’s Next,bu fighting streets feet morals worship gonă men spurrede us sit judgment wrong song tip hat new constitution tak bow new change around pick guitar get Knees pray get fooled get fooled change come Knew asemenea fald lume istoriu banner zbură ultim vrea schimbare jur lua chitară vrea ajunge genunchi vrea muta familie deoparte sine vrea primi cer hipnotizat mint Slogan acum drept barb crește noapte vrea arc schimbare lume lua chitar juca vrea genunchi vrea ruga vrea vechiu,"['Joyful activation', 'Power', 'Tension']"
Shania Twain,Country,When You Kiss Me,Up!,putea crede dragoste părea sine crede iubire putea vedea singur lua greutate lume umeri lume dor dor seamă seamă dor seamă seamă dor stinge dor crede dragoste crede putea gon navă forever love putea bun lume dor lonely nights finally shoulders world goes away kiss kiss miss miss world goes away way hold way kiss way show miss ador world goes away kiss kiss miss miss world goes away,"['Amazement', 'Calmness', 'Joyful activation', 'Tenderness']"
The Notorious B.I.G.,Hip-Hop,Gimme the Loot,Ready to Die,motherfuckers bine tec sin trebui gata g motherfucking buzunar stresă biggie vest nevoie pri nenorocit prim buzunar gras tec lega fum stick nigga trebui explica rahat jefui sclav clip punct gol vrea muri nigga greu iubi atitudin deoarece nigga pssy pistol Bici colier bloc jefui herringbonă bamboos drac tnangerp inelă pandantiv shaquille shit real timp robine seamă timp timp vorbă unt las niggas jgheab periculos nebun drac praf gat lua mizerie lua ban mirosi loot gimme loot loot gimme loot loot gimme loot loot bad bad bad Gimme loot gimme loot bad bad bad Gimme loot gimme loot bad bad bad Gimme loot gimme loot bad bad bad mare niggas rapid umple clip ya cal opune mamă expert jaf pas prostie fumă rezistent caz ling prostie rezisten ling fumă caz ling stash principal slug nigga biggie prindere clip mamă bine stingne nigga nigga coel afla sine simți albastru pulover bine ceas rolex mostru colora buzunar putea lua liceu du om putea jefui spune biggie lua drac spera apologetic trebui setez vrea uita ban vrea lua ban Gimme loot Gimme loot loot gimme loot loot min gimme loot Gimme loot loot gimme loot loot gimme loot mers picior ban dulce isuzu arunc amac prinde nenorocit urlea vis frumos primi paltoan diamant crede superstar mare jigni lovi cucere gon na rostogoli vrea drac drac caute veni rahat rezervare acum sine bine naibii alungare cizmă cal trage ieși loot lua,"['Nostalgia', 'Power', 'Tension']"
Lauryn Hill,Hip-Hop,The Sweetest Thing,Lauryn Hill: Unreleased,sunet refugiat dulce lucru cunoaște moale plimbi stil vrea ajunge slab auzi vorbe cert thronă spune refere cald timp soare scufundă negru mic valoros plăcea piele piele explic copil zadarnic vorbi mamă atingere crede sine singur,"['Nostalgia', 'Sadness', 'Tenderness']"
Lauryn Hill,Hip-Hop,Ex-Factor,The Miseducation of Lauryn Hill,putea simplu cicatric trebui trebui reciprocita vrea joc stupid agre nume prefac spune trebui reciprocitat vedea vrea crede descurc părea vrea descurca explica understand thidă thing bu onă got go go let go let go caus onă hurt onă hurt seem let know working working working try walk away hurt mak stay nebun nebun nebun acolo acolo acolo spune acolo spune muri vrea spune acolo acolo acolo spune acolo spune muri vrea spune acolo acolo acolo spune acolo spune muri vrea spune acolo acolo acolo spune acolo spune muri acolo nevoie acolo nevoie,"['Sadness', 'Solemnity', 'Tenderness']"
The Doors,Rock,Light My Fire,The Doors,mincinos spune putea lumină noaptea timp ezită nici_un moment sine mire acum putea pierde dragoste lumină copil foc mire acum putea pierdem dragoste deveni pire noaptea foc vrea mincinos spune putea incendiez incendiu incendi incendiu incendi incepe noaptea incendi incet incendieză noapte foc incendiu incepe noaptea incendi incet incendie noapte foc incet incendiu incendi incet incepe noaptea incendi incet incendie noapte foc incet incendiu incendi,"['Amazement', 'Joyful activation', 'Power', 'Tenderness']"
Dr. Dre,Hip-Hop,Medicine Man,Compton,doce document primi bun afla afla snitch aver lume acum termina ordin du drac lua parte putea activa activă internet loc salivar absolvire plăcea plăcea rahat iubi lume exageratie naib drac nenorocit agravă ocup drac lua nume bază spune rahat nenorocit matrice semn timp mare primi vrea ban putea lua dragoste iubire gong drac spune pierde acum vrea trecere naib fak lua mic credibilitate acum prefera iub doc avere fort drac lume acum termina ordin doctor du lua drac lume termina timp ucide shook first time saw much race jet onă really gav fuck descent til took mistook Looked soft stood tall followed doctor orders Rose grew balls told hoe screw decided opposinge Posed spune simți cabină ac vorbi durere aproape voodoo spera spirit pleca imagine sări pluti drac Walls fantomă pleca headdon sine vrea duce sine vrea duce armat sine vrea duce set sine vrea duce prime cap spune cuvânt cuvânt auzi spune drac imagine lua hit personal arde bitch sine simți merita vrea veni doc transformă ritm petrece timp petrece linie oră suplimentar sigur precum orb minte subteran pasaj merge aur diamant nici_un semn linie spune explodeză ordine pulverizez durere funde vrea fund vopsi violă dre pompă bas drag timp vechi direct lua moment veni aver drac lume acum termina ordin du duce drac lua supradozaj omor comenzile doctor comenzile doctor drac,"['Sadness', 'Tension']"
Alan Jackson,Country,What A Friend We Have In Jesus,Precious Memories,durere suporta privilegiu duce dumnezeu pace pierdem adesea durere ispit problemă trebui putea credincios vrea necazurile Isus duce,"['Amazement', 'Calmness', 'Solemnity', 'Tension']"
George Strait,Country,Write This Down,Always Never The Same,vedere fools ki bli thought everything going alright running tim onă foot door swear see really going away final Words Write thid tak little notă reme know tell love go Write thid tak Words read every day keep closă let fade away remember forgot say Write thidă sign parte jos pagin vrea crede trebui marcaj frigider cadru imagină mantal vedea dalta putea vrea cuvânt pleca iubi vrea pleca copil scrie jos,"['Nostalgia', 'Sadness', 'Tenderness']"
JAY-Z,Hip-Hop,Family Feud,4:44,ya nigga nigga primi alb ya nigga cocain sine simți emory transformă vocal guru vocal ya lichid copil putea porumbel pui ajunge spune rahat spiritual alhamdulillah sine vrea ajuta bogat vechi niggas nas familie stash sine putea costum clar nici_un miliardar destul frumos trebui drac rap crack cocaine nah sută vesel flux special spune spune real nigga spune corect punct vedere politic amin amen ya vrea drac lucru bun las singur familie putea boga vrea rahat bun rată veni perdea karmă seamă perdea seamă perde familie viitor instrument remediez niggas dungă oficial mic crede biggie trecere pericol selfie ajuta accepta motiv bea dos equis pierdem familie bine miliardar bu damned drink som got need ya love like love like,"['Joyful activation', 'Power', 'Solemnity']"
Wu-Tang Clan,Hip-Hop,Bring Da Ruckus,Enter the Wu-Tang (36 Chambers),shaolin shadowboxing stil sabie shaolin putea periculos crede sabia putea en garde vrea stil adu adu aduce ghostfac prinde explozie hype glock izbucnire ascultar greu elefant tusk cap zbură egiptean awwe awwe shit clan wicks ang truc nixon daun rapid rocă drac tip types merge aur nigga corny falsi gats clan sine acum convinge sens reprezenta acum ridica acum adu adu aduce adu aduce adu adu aduce aduce departe smulge hardcor rostogoli grup ghetto metodă argou microfon vrea cascadă bust fund nigge taur trage trigga tampon crab vocab funde adu doamnă adu aduce rugged slav man recruits fuckinge mc troops loos tramplu shit stomp mudhol ass caus straight swamp creeping sita slang mad fuckinge dangerous deadly stroke axe chopping back attacks niggas try flip tell arunca nenorocit act vicios terorism vrea aduce drac hai adu provoca niggas ud crem ud faimă vinde caine joc mortal rus zdrobitoare futi Suzette bring fucking ruckus adu vrea stil aduce departe aduce departe aduce departe aduce departe aduce departe aduce departe nigga,"['Power', 'Tension']"
Bauhaus,Rock,Crowds,In the Flat Field,vrea pixie alb desenat lua peisaj palid Smulge jos veni larg speră rahat vrea scuipa vrea scuip evrei epitomiza vrea continuare puternic vrea vrea plecr,['Tension']
George Strait,Country,Give It Away,It Just Comes Natural,lua asalt putea spune sine vrea sine vrea perete spune imagine lun miere frisco bay spune caz dragoste spune ofere departe descopere femeie aminti sine deschide larg arunca inel diamant spune spune acum miere vrea spune acolo lun miere frisco bay spune bine putea mare pat dragoste spune bine putea primi inel diamant dragoste putea departe,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Nickelback,Rock,Animals,All the Right Reasons,conduce negru negru primi permite primi sentiment vean ieși vrea politicos diavol nevoie plimbare drept duce casă timp strecură sodiu animal animal indiferent loc merge lume animal animal copil check apropier scaun genunchi repede merge timp greu lung sud crede flutureză comutator bine aproape conduce animal indiferent fapt merge lume animal ajunge problem parte timp timp problemă timp copil back started getting busy Whispered wi think caus onă else knows started screaming dad outside car ples keys Wound floor switching Positions guess Knew missing tried tell dad Mouth Kissing screaming never gon na qui nothing animal animal indiferent loc merge lume animal animal copil intra animal ajunge intra,"['Joyful activation', 'Power', 'Solemnity', 'Tenderness']"
Stone Temple Pilots,Rock,Wicked Garden,Core ,vrea vrea trece loc viu viu acum bli vedea ochi vorbi minciun bi putea necazurile gon na arde arde arde acum sine vedea exact vrea readuce arde arde arde jos arde arde arde arde durere interior vrea trece loc viu acum vedea exact vrea readuce arde arde arde jos arde arde arde arde,"['Power', 'Sadness', 'Solemnity', 'Tension']"
Merle Haggard,Country,That’s The Way Love Goes,That’s The Way Love Goes,arunca petrece frunză alerga curcubă iub iub dragoste iubire merge iubito muzica dumnezeu lume părea miere grijă merge dragoste,"['Amazement', 'Calmness', 'Tenderness']"
J. Cole,Hip-Hop,Deja Vu,4 Your Eyez Only,ayy put finger sky want nigga ayy put two fingers sky want put finger sky want nigga ayy put two fingers sky want put finger sky want nigga ayy put two fingers sky want put finger sky want nigga ayy put two fingers sky vrea vrea grijă lucru putea oferi oară oară părea prinde recunosc sentiment sine interior cunosc vrea muri petrecer buz moi veni vorbe homie interveni acum timp prezenta timp fată homie prezent crede spune dreptate atrage priv prinde vis ciudat ochi putea min spune niggas mic vis mare drac niggas mic vis mare club merge ceas pune sine funde ajunge apel doamnelor nigga bil bine spune spune nigga bine vedea bine spune lumină pune priv departe tip linie alb refere tip lumină noapte auzi minte singur spune cs afla club zonă nigga man leav unattended scal Girl hundred question destiny well sin lord Blessing still every saint got pas every sinner got futur win Winner got lose someday say matter time way would fuck small town niggas vis mare drac niggas mic vis mare drac niggas mic vis mare drac niggas mic prime club vis mare merge ceas vedea curv perete melodie bine holla sine tăia lumină drag putea vedea promis putea nici_un putea vedea promis putea drag fingers sky want put finger sky want nigga ayy put two fingers sky want put finger sky want nigga ayy put two fingers sky want put finger sky want nigga ayy put two fingers sky want,"['Power', 'Sadness', 'Tenderness', 'Tension']"
​​blink-182,Rock,Blame It on My Youth,NINE,boga bloca noroi gros flash punk punk rock alcool crește reluar plictisi mort tăia dans nici_un ierta acum putea ucide cerneal titlu blocha pierde vină veni blocă parte timp singur du tăia gard timp lua iertă acum putea ucide titlu putea bloca blocha ucidă,"['Joyful activation', 'Power', 'Solemnity', 'Tension']"
Pink Floyd,Rock,Dogs,Shine On,trebui nebun nevoie dormi deget picior trebui alege carne ochi vedere trebui moment corect timp lucra punct stil egalitat club demac ferm anumit aspect putea vrea trebui pune ochi vrea deveni greu greu final hav good drown go alon dragged ston stone stone got admit little bit confused sometimes seems iniuneafuropean used got stay awak got try Shak thid creeping malai stand groundee way thidă bli keep pretending everyonă expendable onă real friend seems thing Would izolă soare criminal durere instrui scuipă spune rupe personal instruit echipă guler pat sine desprinde pachet pachet pachet pachet jos pachet pat,"['Nostalgia', 'Sadness', 'Solemnity']"
Catatonia,Rock,Dead From the Waist Down,Equally Cursed and Blessed,soare trebui talie jos victorie gol talie jos dormim picior fură copac timp stradă acum alege ego prinde sclipire pri hay nici_un talie jos contract dincolo mort talie jos departe fură copac timp acum alege curte flata ego,"['Amazement', 'Calmness', 'Power', 'Sadness', 'Solemnity']"
Elvis Presley,Rock,Heartbreak Hotel,Elvis’ Golden Records,copil bine loc locui bine heartbreak hotel singur singur ajunge singur putea muri aglomeră iubitor putea muri acum negru bine trece sine vrea uita singur bine singur deveni singur putea muri bine acum copil poveste spune plimbare hotel,"['Joyful activation', 'Sadness']"
Miranda Lambert,Country,You Wouldn’t Know Me,The Weight of These Wings,vedea vrea vrea semn oprire semn oprire arunca simți aripa foc prinde afara spune vrea vrea vedea vrea say bad news better handing gonă Wrong friend promi promi ask send som word know saw changing day day right askinge way say know saw changing day day right askinge pas vrea,"['Power', 'Sadness', 'Solemnity', 'Tenderness', 'Tension']"
The Sundays,Rock,Here’s Where The Story Ends,"Reading, Writing, and Arithmetic ",cunosc loc duce simți legă vedea om priv jos sine interior sine poveste parte putea vedea om priv jos poveste sine caz poveste sine mic suvenir teribil ochi amintire transformă loc duce simți obosi putea vedea om priv jos poveste sine sine poveste suvenir teribil ochi sine durer crede aduce lucru spune sine jos spune mic suvenir colorat interior spune cinic cinic lume surpriză loc sine poveste sine povest,"['Calmness', 'Sadness']"
Kanye West,Hip-Hop,FML,The Life of Pablo,minut doamnă putea pune pericol sap limită afacer singur control vrea muri iub dispune misiune viziune sentiment suflet pierde suflet sentiment suflet suflet suflet sentiment dor merge departe lua putea las drag putea las merge ultim lucru trebui nebun nigga lexapro episod naib text cod oară spune trimite mesaj text spune oară Ho pierde voce ales final trib num check Ho trebui indian putea trib numi ho du putea dori merge departe fut putea drag putea uita grije departe iubire vrea opri vrei vedea iubi uita grije vrea iubi sentiment corp sentiment,"['Nostalgia', 'Power', 'Sadness', 'Tenderness', 'Tension']"
Yellowman,Reggae,We Wish You A Reggae Christmas,"A Very, Very Yellow Christmas",dor reggae dor reggae dor reggae reggae dor reggae dor reggae dor reggae reggae bounty killer beti bineveni binevenit bineveni binevan binevean auzi nume binevenit cerere fan reggae america groenlanda dulce dulce jamaică rest membră,"['Amazement', 'Joyful activation', 'Nostalgia', 'Power']"
Willie Nelson,Country,Red Headed Stranger,Red Headed Stranger,cap rock montana genunchi negru furios golf cap ochi tunet buză trist dragoste afla adormi deal inimă greu deoarece putea ridica vrea merge noaptu apleca fereastra priv trece drum trage vedere ochi lacomi golf putea ponei golf dansant little lost darling ridden Wife wild sorrow riding hiding pain fight spit tomorrow maybe rid tavern looked stranger bought drink gav som money seem followed saddled hide stallion laughed repede timp avertiza auzi ascunde durere luptă vrea doamnă soare cap trebui drum cale negru furios ascunde durere luptă,"['Nostalgia', 'Sadness', 'Tension']"
Garnett Silk,Reggae,Let It Flow,Silky Mood,motiv cer soare motiv simți trebui sezon dragoste jur loc iubire putea ascunde iubit lăsa dragoste flux munte mic mic vis iubire flux munte bird winds let love little things let love show know mean reason reason warm sweet nights reason candle lights Must season thos love lights around us let wonder takă space lovely ambrass feel thunder hold Back baby let love flow like mountain stream let love grow smallest dragoste arăta vrea spune anotimp anotimp dragoste zboar dragoste lucru mic iubire vrea spune motiv iubire munte dragoste mic vis dragoste arăta sezon anotimp sezon,"['Amazement', 'Calmness', 'Joyful activation', 'Solemnity', 'Tenderness']"
The Sundays,Rock,My Finest Hour,"Reading, Writing, and Arithmetic ",lume hain subteran cuvânt veni sine lovi lire vrea vrea trimite scrisoare casă poezie cale pleca cuvânt veni poticni pleca vrea continua spr vrea trimite scrisoare vrea veni poezie cale urmă vrea continua spr singur vrea trimite scrisoare distractiv spune poezie vrea trebui trebui sigur trebui trebui,"['Nostalgia', 'Sadness', 'Solemnity', 'Tenderness', 'Tension']"
