artist,genre,title,album,lyrics,labels
The Sundays,Rock,Can’t Be Sure,"Reading, Writing, and Arithmetic ",Give me a story and give me a bed Give me possessions love luck and money they go to my head like wildfire it is good to have something to live for you will find Live for tomorrow Live for a job and a perfect behind high time England my country the home of the free Such miserable weather But England 's as happy as England can be Why cry? And did you know desire 's a terrible thing The worst that I can find And did you know desire 's a terrible thing But I rely on mine - England my country the home of the free Such miserable weather But England 's as happy as England can be Why cry? And did you know desire 's a terrible thing The worst that I can find And did you know desire 's a terrible thing But I rely on mine Did you know desire 's a terrible thing It makes the world go blind But if desire desire 's a terrible thing You know that I really do not mind And it is my life And it is my life And though I can not be sure what I want any more It will come to me later Well it is my life And it is my life And though I can not be sure if I want any more It will come to me later,"['Calmness', 'Nostalgia', 'Power', 'Sadness', 'Solemnity']"
The Beatles,Rock,Help!,Help!,Help! I need somebody Help! Not just anybody Help! You know I need someone Help! When I was younger so much younger than today I never needed anybody 's help in any way But now these days are gone i am not so self assured Now I find i have changed my mind and opened up the doors Help me if you can i am feeling down And I do appreciate you being ' round Help me get my feet back on the ground will not you please please help me? And now my life has changed in so many ways My independence seems to vanish in the haze But every now and then I feel so insecure I know that I just need you like i have never done before Help me if you can i am feeling down And I do appreciate you being ' round Help me get my feet back on the ground will not you please please help me? When I was younger so much younger than today I never needed anybody 's help in any way But now these days are gone i am not so self assured Now I find i have changed my mind and opened up the doors Help me if you can i am feeling down And I do appreciate you being ' round Help me get my feet back on the ground will not you please please help me? Help me? Help me?,"['Nostalgia', 'Sadness', 'Tension']"
Lauryn Hill,Hip-Hop,When It Hurts so Bad,The Miseducation of Lauryn Hill,When it hurts so bad when it hurts so bad When it hurts so bad when it hurts so bad why is it feel so good? when it hurts so bad When it hurts so bad When it hurts so bad I loved real real hard once But the love was not returned Found out the man i would die for He was not even concerned I tried and I tried and I tried To keep him in my life to keep him in my life I cried and I cried and I cried But I could not make it right But I I loved the young man And if you ever been in love Then you had understand That what you want might make you cry What you need might pass you by If you do not catch it if you do not catch it if you do not catch it And what you need ironically Will turn out what you want to be If you just let it if you just let it If you just let it if you just let it See I thought this feeling It was all that I had But how could this be love And make me feel so bad? gave up my power Gave up my power I existed for you But who - ever knew The you had do But I I loved the young man And if you ever been in love Then you had understand That what you want might make you cry What you need might pass you by If you do not catch it if you do not catch it if you do not catch it And what you need ironically Will turn out what you want to be If you just let it if you just let it If you just let it if you just let it See what you want might make you cry What you need might pass you by If you do not catch it if you do not catch it if you do not catch it And what you need ironically Will turn out what you want to be If you just let it if you just let it If you just let it if you just let it When it hurts so bad when it hurts so bad When it hurts so bad when it hurts so bad why is it feel so good? when it hurts so bad When it hurts so bad When it hurts so bad When it hurts so bad when it hurts so bad When it hurts so bad when it hurts so bad why is it feel so good? when it hurts so bad When it hurts so bad When it hurts so bad When it hurts so bad when it hurts so bad So bad when it hurts so bad When it hurts so bad When it hurts so bad,"['Nostalgia', 'Sadness', 'Tenderness']"
Pink Floyd,Rock,"Another Brick in the Wall, Pt. 2",The Wall,We do not need no education We do not need no thought control No dark sarcasm in the classroom Teacher leave them kids alone! Teacher! Leave them kids alone! All in all it is just another brick in the wall All in all you are just another brick in the wall We do not need no education We do not need no thought control No dark sarcasm in the classroom Teachers leave them kids alone! Teacher! Leave us kids alone! All in all you are just another brick in the wall All in all you are just another brick in the wall Wrong do it again! * Children playing * Wrong do it again! If you do not eat your meat you can not have any pudding! Wrong do it again! How can you have any pudding if you do not eat your meat? Wrong do it again! You! Yes! You behind the bike sheds! Stand still laddie! If you do not eat your meat you can not have any pudding! How can you have any pudding if you do not eat your meat? You! Yes! You behind the bike sheds! Stand still laddie! * Children playing * * Phone beeping sound *,"['Joyful activation', 'Power', 'Solemnity', 'Tension']"
Shania Twain,Country,Up!,Up!,i am going up i am going up i am going up i am going up i am going up i am going up up up up it is ' bout as bad as it could be Seems everybody 's bugging me Like nothing wants to go my way it just am not been my day Nothing 's coming easily Even my skin is acting weird I wish that I could grow a beard Then I could cover up my spots Not play connect the dots I just wanna disappear Up up up Can only go up from here Up up up Where the clouds gon na clear Up up up there is no way but up from here Even something as simple as Forgetting to fill up on gas There am not no explanation why Things like that can make you cry Just got ta learn to have a laugh Up up up Can only go up from here Up up up Where the clouds gon na clear Up up up there is no way but up from here When everything is going wrong do not worry it will not last for long it is all gon na come around do not go let it get you down You got ta keep on holding on it is about as bad as it could be Bad as it could be Seems everybody 's bugging me Everybody 's bugging me Like nothing wants to go my way it just am not been my day Nothing 's coming easily And up up up Can only go up from here Up up up Where the clouds gon na clear Up up up there is no way but up from here Up up up i am going up i am going up i am going up i am going up i am going up i am going up Up up up up i am going up i am going up Ohh,"['Power', 'Sadness', 'Solemnity', 'Tension']"
The Mighty Diamonds,Reggae,Bodyguard,Deeper Roots Plus Dub,who is gon na bodyguard ya mr. boduguard? who is gon na bodyguard ya mr. bodyguard? who is gon na bodyguard ya mr. bodyguard? ' Cause nuh wang no one a mi yard No one to claim seh dem a mi guard a mi yard who is gon na bodyguard ya mr. bodyguard? I want to know who who is gon na bodyguard ya mr. bodyguard? One of these days it a go dread dreader than dread Ev'ryone looking a place to hide ' em head well dread who is gon na bodyguard ya mr. bodyguard? I wanna know who who is gon na bodyguard ya mr. bodyguard All who claim seh them a chief of staff One a these days dem fi chuck off Come a walk who is gon na bodyguard ya mr. bodyguard? I do not know who who is gon na bodyguard ya mr. bodyguard ' Cause nuh wang no one a mi yard No one to claim seh dem a mi guard a mi yard who is gon na bodyguard ya mr. bodyguard? I wanna know who who is gon na bodyguard ya mr. bodyguard,"['Joyful activation', 'Power', 'Solemnity']"
Kendrick Lamar,Hip-Hop,"Sing About Me, I’m Dying of Thirst","good kid, m.A.A.d city (Deluxe Version)","When the lights shut off and it is my turn To settle down my main concern Promise that you will sing about me Promise that you will sing about me I said when the lights shut off and it is my turn To settle down my main concern Promise that you will sing about me Promise that you will sing about me I woke up this morning and figured i would call you In case i am not here tomorrow i am hoping that I can borrow A peace of mind i am behind on what is really important My mind is really distorted I find nothing but trouble in my life i am fortunate you believe in a dream This orphanage we call a ghetto is quite a routine And last night was just another distraction Or a reaction of what we consider madness I know exactly what happened You ran outside when you heard my brother cry for help Held him like a newborn baby and made him feel Like everything was alright in a fight he tried to put up But the type of bullet that stuck Had went against his will that is blood spilled on your hands My plan 's rather vindictive Everybody 's a victim in my eyes When I ride it is a murderous rhythm And outside became pitch black A demon glued to my back whispering "" Get ' em! "" I got ' em and I am not give a fuck That same mentality I told my brother not to duck In actuality it is a trip how we trip off of colors I wonder if i will ever discover a passion like you and recover The life that I knew as a youngin In pajamas and When thunder comes it rains cats and dogs dumb Niggas like me never prosper Prognosis of a problem child i am proud and well - devoted This Piru shit been in me forever So forever I 'm a push it wherever whenever And I love you ' cause you love my brother like you did Just promise me you will tell this story when you make it big And if I die before your album drop I hope — Promise that you will sing about me Promise that you will sing about me I said when the lights shut off and it is my turn To settle down my main concern Promise that you will sing about me Promise that you will sing about me You wrote a song about my sister on your tape And called it Section. 80 The message resembled "" Brenda 's Got a Baby "" what is crazy was I was hearing about it But doubted your ignorance How could you ever just put her on blast and shit? Judging her past and shit? Well it is completely my future Her nigga behind me right now asking for ass and shit And I 'm a need that forty dollars Even if I got to fuck suck and swallow In the parking lot Gonzales Park i am followed By a married man and father of three My titties bounce on the cadence of his tinkling keys Matter of fact he my favorite ' cause he tip me with E 's He got a cousin named David and I seen him last week This is the life of another girl damaged by the system These foster homes I run away and never do miss ' em See my hormones just run away and if I can get ' em Back to where they used to be then i will probably be in the denim Of a family gene that show women how to be woman Or better yet a leader you need her to learn something Then you probably need to beat her that is how I was taught Three niggas in one room first time I was tossed And i am exhausted but fuck that "" Sorry for your loss "" shit My sister died in vain but what point are you tryna gain If you can not fit the pumps I walk in? i will wait … Your rebuttal a little too late And if you have a album date just make sure i am not in the song ' Cause I do not need the attention bring enough of that on my own And matter fact did I mention that I physically feel great? A doctor 's approval is a waste of time I know i am straight i will probably live longer than you and never fade away i will never fade away i will never fade away I know my fate And i am on the grind for this cake I 'm a get it or die trying i am eyeing every male gender with intentions of buying You lying to these motherfuckers Talking about you can help ' em with my story You can help me if you sell this pussy for me nigga do not ignore me nigga fuck your glory nigga you am not shit... When the lights shut off and it is my turn To settle down my main concern Promise that you will sing about me Promise that you will sing about me I said when the lights shut off and it is my turn To settle down my main concern Promise that you will sing about me Promise that you will sing about me Sometimes I look in the mirror And ask myself: Am I really scared of passing away? If it is today I hope I hear a Cry out from Heaven so loud it can water down a demon With the Holy Ghost ' til it drown in the blood of Jesus I wrote some raps that made sure that my lifeline reeking The scent of a reaper ensuring that my allegiance With the other side may come soon and if i am doomed May the womb of my mother be blessed for many moons I suffer a lot And every day that glass mirror get tougher to watch I tie my stomach in knots And i am not sure why i am infatuated with death My imagination is surely an aggravation of threats That can come about ’ cause the tongue is mighty powerful And I can name a list of your favorites that probably vouch Maybe ' cause i am a dreamer and sleep is the cousin of death Really stuck in the schema of wondering when I 'm a rest And you are right your brother was a brother to me And your sister 's situation was the one that pulled me In a direction to speak on something that is realer than the TV screen By any means was not trying to offend or come between Her personal life I was like "" It need to be told "" Cursing the life of twenty generations after her soul Exactly what 'd happen if I am not continue rapping Or steady being distracted by money drugs and 4 - 5 's I count lives all on these songs Look at the weak and cry pray one day you will be strong Fighting for your rights even when you are wrong And hope that at least one of you sing about me when i am gone Am I worth it? Did I put enough work in? Promise that you will sing about me Promise that you will sing about me I said when the lights shut off and it is my turn To settle down my main concern Promise that you will sing about me Promise that you will sing about me Promise that you will sing about me forever Promise that you will sing about me for — Promise that you will sing about me forever Promise that you will sing about me for — Promise that you will sing about me forever Promise that you will sing about me for — Promise that you will sing about me forever Promise that you will sing about me for — On the phone "" Where you ' bout to go? "" "" Nigga the homie 's brother - - nigga right here he gone my nigga he gone! "" "" Nigga - - they just killed the homie 's brother my nigga. We right here on the block my nigga. "" "" Al - alright nigga - - nigga just come - - alright alright just call me back man just call me back. "" "" Arghh... Fuck! So what we gong do my niggas? What we gong do? "" "" Bro we can go back right now my nigga. Like... nigga I do not give a fuck my nigga. We can go back right now "" "" Fuck! i am tired of this shit! i am tired of fucking running i am tired of this shit! My brother homie! "" Tired of running tired of hunting My own kind but retiring nothing Tires are steady screeching the driver is rubbing Hands on the wheel who said we was not Dying of thirst dying of thirst dying of thirst? Dope on the corner look at the coroner Daughter is dead mother is mourning her Stray bullets AK bullets Resuscitation was waiting patiently but they could not Bring her back who got the footage? Channel 9 cameras is looking it is hard to channel your energy when you know he crooked Banana clip split his banana pudding i am like Tre that is Cuba Gooding I know i am good at Dying of thirst dying of thirst dying of thirst How many sins? i am running out How many sins? I lost count Dreams of balling like Spalding But only shotty bounce The reaper calling i am cottonmouth Money is power Money is power Yours is ours Yours is ours Lay with a snitch die with a coward Hope we get rich hope we can tower Over the city with vanity with the music louder The same song a black flower i will show you how to Dye your thirst dye your thirst dye your thirst What are we doing? Who are we fooling? Hell is hot fire is proven To burn for eternity return of the student That never learned how to live righteous but how to shoot it Tired of running choirs is humming Tell us to visit we lie about coming Now back to business loading the guns in Back of the Buick your hood is feuding The beef is bubbling it is no discussion Hereditary all of my cousins Dying of thirst dying of thirst dying of thirst Too many sins i am running out Somebody send me a well for the drought See all I know is taking notes On taking this life for granted granted if he provoke My best days I stress days Lord forgive me for all my sins for I not know — My best days I stress days Say "" fuck the world "" my sex slave Money pussy and greed – what is my next crave? Whatever it is know it is my next grave Tired of running tired of running tired of tumbling Tired of running tired of tumbling – backwards My momma say "" See a pastor give me a promise What if today was the rapture and you completely tarnished? The truth will set you free so to me be completely honest You dying of thirst you dying of thirst So hop in that water and pray that it works. "" Fuck! I ’ m tired of this shit! I ’ m tired of fucking running I ’ m tired of this shit! That ’ s my brother homie! Young man come talk to me! Is that what I think that is? I know that is not what I think that is Why are you so angry? See you young men are dying of thirst Do you know what that means? That means you need water holy water You need to be baptized with the spirit of the Lord Do you want to receive God as your personal savior? Okay repeat after me: "" Lord God I come to You a sinner. "" Lord God I come to You a sinner "" And I humbly repent for my sins. "" And I humbly repent for my sins "" I believe that Jesus is Lord. "" I believe that Jesus is Lord "" I believe you raised Him from the dead. "" I believe you raised Him from the dead "" I would ask that Jesus come into my life. "" I would ask that Jesus come in my life "" And be my Lord and Savior. "" And be my Lord and Savior "" I receive Jesus to take control of my life. "" I receive Jesus to take control of my life "" And that I may live for Him from this day forward. "" And that I may live for Him from this day forward "" Thank you Lord Jesus For saving me with Your precious blood. "" Thank you Lord Jesus For saving me with Your precious blood "" In Jesus name amen. "" In Jesus name amen Alright now remember this day The start of a new life – your REAL life","['Sadness', 'Tenderness']"
The Doors,Rock,Break On Through (To the Other Side),The Doors,You know the day destroys the night Night divides the day Tried to run Tried to hide Break on through to the other side Break on through to the other side Break on through to the other side We chased our pleasures here Dug our treasures there But can not you still recall The time we cried Break on through to the other side Break on through to the other side Everybody loves my baby Everybody loves my baby She gets high She gets high She gets high She gets high I found an island in your arms Country in your eyes Arms that chain Eyes that lie Break on through to the other side Break on through to the other side Break on through Made the scene Week to week Day to day Hour to hour The gate is strait Deep and wide Break on through to the other side Break on through to the other side Break on through Break on through Break on through Break on through,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Wu-Tang Clan,Hip-Hop,Reunited,Wu-Tang Forever,it is Wu motherfuckers motherfuckers it is Wu motherfuckers a motherfuckers it is Wu motherfuckers a motherfuckers it is Wu Reunited double LP world excited Struck a match to the underground industry ignited From metaphorical parables to fertilize the Earth Wicked niggas come try to burglarize the turf Scatting off soft - ass beats them niggas rap happily Tragically that style deteriorate rapidly Uncompleted missions throwing your best known compositions You could not add it up if you mastered addition Where I come from getting visuals is habitual you are more safe walking on hot coals in rituals I splash the paint on the wall formed a mural He took a look saw the manifestation of it was plural Rhyming while impaired dart hit your garment Pierced your internal streamlined compartments Just consider the unparalleled advantage Of a natural disaster that is impossible to manage Bitchass niggas counterfeit the funk I smoke the bead of the skunk tree top of the trunk Moonshine drunken monk your head get shrunk Your treasure sunk I be fucking bitches by the chunk My name black you worms wanna play in my dirt Bitch stop my Momma serve free lunch from the church I cum like a thousand doves Bitch you quiet at the bus making no fuss I got self love Unglove the noose watch a nigga transfuse Dirty add to the fuse heavy at the booze I do not walk I get carried Gold and platinum Frisbees on my wall looking properly But comely I U. F. O. you Wright Brothers The Indian that sold Manhattan to the white man My grandfather step up and get knocked right the fuck out Come to the dirty bitch at the mouth You scared run around like the plane about to crash motherfuckers motherfuckers and RZA The Riddler funny bone tickler freak Caligula Bigger dick sex enigma pistil fertilize your stigma Stinkbox order from Pink Dot MCs get stuck on ink blots AirSound plug to the sinkbox Incorp. take your brain on spacewarp Talk strange like Björk great hero Jim Thorpe How can I put it life is like video footage Hard to edit directors that never understood it Too impulsive my deadly corrosive dosage Attack when you least notice through explosive postage I do not play the rap souffle sauté for the day Ruler A Leg Leg Arm Head Spread like plague we drink Hennessy by the keg I got the golden egg plus the goose Eighty proof Absolut mixed with cranberry fruit juice Ginseng root I got your neck in a noose Keep my money wrinkled the rap star twinkle killer instinct Sixteen bar nickel sell more copies than Kinko Grow like a fetus with no hands and feet to complete us And we return like Jesus when the whole world need us Is it appetite for destruction? Slap a murder rap on this production I touch something trust nothing Iron Lung / Twisted Metal I see ' em ducking my dart gun busting from every angle Worldwide total carnage the sickest flow That be codenamed Agent Orange killing you slow it is only right you pay homage To those that is ' bout to blow like that shit up your nose Solid as a rock when I strike target Verbal be screaming on you like a drill sergeant Herbals got me where I wanna be right now do not know the time Check the hour on your sundial watch me shine Drunk off of cheap wine Each line be on point when I speak mine On behalf of my crew Enter the Wu 36 more deadly Chambers to take you through it is Wu motherfuckers motherfuckers it is Wu motherfuckers motherfuckers it is Wu motherfuckers motherfuckers it is Wu motherfuckers motherfuckers it is Wu motherfuckers motherfuckers it is Wu motherfuckers motherfuckers aiyy yeahh And RZA...,"['Joyful activation', 'Power', 'Solemnity']"
JAY-Z,Hip-Hop,Empire State of Mind,The Blueprint 3,"i am out that Brooklyn now i am down in Tribeca Right next to De Niro but i will be hood forever i am the new Sinatra and since I made it here I can make it anywhere they love me everywhere I used to cop in Harlem – hola my Dominicanos Right there up on Broadway brought me back to that McDonald 's Took it to my stash spot 560 State Street Catch me in the kitchen like a Simmons whipping pastry Cruising down 8th street off - white Lexus Driving so slow but BK is from Texas Me? i am out that home of that boy Biggie Now I live on Billboard and I brought my boys with me Say what up to Ty Ty still sipping Mai Tais Sitting courtside Knicks and Nets give me high fives Nigga I be spiked out I could trip a referee Tell by my attitude that i am most definitely from … In New York ayy aha Concrete jungle where dreams are made of there is nothing you can not do okay Now you are in New York aha aha aha These streets will make you feel brand - new new Big lights will inspire you come on okay let us hear it for New York you are welcome OG come on New York New York I made you hot nigga Catch me at the X with OG at a Yankee game Shit I made the Yankee hat more famous than a Yankee can You should know I bleed Blue but I am not a Crip though But I got a gang of niggas walking with my clique though Welcome to the melting pot corners where we selling rocks Afrika Bambaataa shit home of the hip - hop Yellow cab gypsy cab dollar cab holla back For foreigners it am not fair they act like they forgot how to add Eight million stories out there in the naked City it is a pity half of you all will not make it Me? I got ta plug Special Ed "" I Got It Made "" If Jeezy 's paying LeBron i am paying Dwyane Wade Three dice Cee Lo three card Monte Labor Day Parade – rest in peace Bob Marley Statue of Liberty long live the World Trade Long live the king – i am from the Empire State that is … In New York ayy Concrete jungle where dreams are made of there is nothing you can not do That boy good okay Now you are in New York Welcome to the bright light baby These streets will make you feel brand - new Big lights will inspire you okay let us hear it for New York come on New York New York Lights is blinding girls need blinders So they can step out of bounds quick the side lines is Lined with casualties who sip the life casually Then gradually become worse – do not bite the apple Eve! Caught up in the in - crowd now you are in - style And when winter gets cold en vogue with your skin out The city of sin is a pity on a whim Good girls gone bad the city 's filled with them Mami took a bus trip now she got her bust out Everybody ride her just like a bus route "" Hail Mary "" to the city you are a virgin And Jesus can not save you life starts when the church ends Came here for school graduated to the high life Ball players rap stars addicted to the limelight MDMA got you feeling like a champion The city never sleeps better slip you a Ambien In New York ayy Concrete jungle where dreams are made of there is nothing you can not do okay Now you are in New York These streets will make you feel brand - new Big lights will inspire you okay let us hear it for New York come on New York New York One hand in the air for the big city Street lights big dreams all looking pretty No place in the world that could compare Put your lighters in the air everybody say "" "" come on Come on come on In New York Concrete jungle where dreams are made of there is nothing you can not do okay Now you are in New York These streets will make you feel brand - new Big lights will inspire you okay let us hear it for New York come on New York New York","['Joyful activation', 'Nostalgia', 'Power']"
