artist,genre,title,album,lyrics,labels
Pearl Jam,Rock,Corduroy,Vitalogy,"Așteptarea m-a înnebunit
Ești în sfârșit aici și sunt o mizerie
Îți iau intrarea înapoi
Nu te pot lăsa să te plimbi în capul meu

Nu vreau să iau ceea ce poți da
Aș prefera să mor de foame decât să-ți mănânc pâinea
Aș prefera să alerg, dar nu pot merge
Cred că voi sta singur la fel ca înainte

Voi lua calea varmintului
Oh, și trebuie să refuz testul tău
A-Push me și voi rezista
Acest comportament nu este unic

Nu vreau să aud de la cei care știu
Pot cumpăra, dar nu pot să-mi pun hainele
Nu vreau să mă înșel
Niciodată nu aș fi știut de mine înainte

Nu vreau să fiu reținut în datoria ta
Îl voi plăti în sânge, lasă-mă să fiu miercuri
Sunt deja tăiat și jumătate mort
Voi ajunge singur ca și cum aș începe

Totul are lanțuri
Absolut nimic nu s-a schimbat
Ia-mi mâna, nu poza mea
Mi-am vărsat tinctura

Nu vreau să iau ceea ce poți da
Aș prefera să mor de foame decât să-ți mănânc pâinea
Toate lucrurile pe care le doresc alții pentru mine
Nu pot cumpăra ceea ce vreau pentru că este gratuit
Nu pot cumpăra ceea ce vreau pentru că este gratuit
Nu pot fi ceea ce vrei pentru că eu ...

De ce nu ar trebui să fie doar distractiv?
Să trăiești și să mori să se facă
Îmi dau seama că voi fi blestemat
Singur, ca și cum am început

Este mișcarea ta acum
Am crezut că ești prieten, dar cred că ...
Cred că te urăsc","Sadness, Tension"
Steel Pulse,Reggae,Man No Sober,True Democracy,"Vai! Omul nu sobru
Bețivul pe care îl privește
Aleile orașelor și orașelor
Întristările lui încearcă să se înece
Soluție la problemele sale
Nu poate fi găsit niciodată
Buita este ceea ce alege
Ca un țigan
El bea prea mult whisky
Ca un țigan
Bea prea mult
Un domn de vin de vinuri de-ah
Buita este ceea ce alege
Urmăriți-l cât de bine
COR
------
Omul nu sobru
În și din discoteci
În și în afara barurilor de vin
Shell ars out arată o epavă
Trebuie să-l ajut cumva, oh
Salută barmanii beau focuri de foc
Dansează bossanova pe care îl trece peste
COR
------
Omul nu sobru
Cu o sticlă în mână
Mahmureală
(Repeta)
În și din discoteci
În și în afara barurilor de vin
COR
------
Omul nu sobru
Din praf până în zori
El a rămas în jur
Din praf până în zori
O bea toată ziua
Te uiți la el cum se răstoarnă","Amazement, Nostalgia, Sadness, Tension"
The Sundays,Rock,Don’t Tell Your Mother,Can’t Be Sure (CD-Single),"Nu-i spune mamei tale despre locul în care te duci când luminile sunt jos
Și nu-i spune mamei tale cum nu ești bine, nicăieri nu se găsește
Ei bine, este timpul să înveți să nu muncești atât de mult sau deloc
Cum vom ști când sfârșitul este aproape într-o zi la fel ca oricare altul?
Alerga și joacă; În timp ce plecați orele și știți că aș merge dacă aș putea merge
Dar nu pot, așa că vă mulțumesc la fel
Este suficient să spun că m-am îndepărtat de toate și nu cred că voi fi acasă o vreme
Pentru că cine are nevoie de o mamă să strige când mă descurc foarte bine de unul singur?
Cum vom ști când sfârșitul este aproape într-o zi la fel ca oricare altul?
Ieșiți din această casă și în timp ce plecați orele și am putea merge bine înainte de vară
Și știi că aș merge dacă aș putea merge, dar nu pot merge acum
Aș merge dacă aș putea merge, dar nu știu cum
Ești exact ca ceilalți, mai vechi acum","Nostalgia, Power, Sadness, Tenderness, Tension"
Soundgarden,Rock,Outshined,Badmotorfinger,"M-am ridicat simțindu-mă atât de jos
Am plecat să fiu vândut
Am menținut filmul rulant
Dar povestea îmbătrânește acum
Oh da
M-am uitat doar în oglindă
Lucrurile nu arată atât de bine
Caut California
Și simțind Minnesota

Deci, acum știi, cine devine mistificat
Deci, acum știi, cine devine mistificat

Arată-mi copilul de putere
Aș vrea să spun
Că am jos în genunchi astăzi
Îmi dă fluturii
Îmi dă departe
Până când mă voi ridica din nou pe picioarele mele
Hei, mă simt
Mă simt extraordinar
Outshined
Outshined
Outshined
Oh da

Cineva a lăsat câinii să iasă
Îți vor arăta unde este adevărul
Iarba este întotdeauna mai verde
Unde se vărsă câinii
Oh da
Simt că sunt sobru
Chiar dacă beau
Nu pot scădea
Totuși simt că mă scufund

Deci, acum știi, cine devine mistificat
Deci, acum știi, cine devine mistificat

Arată-mi copilul de putere
Aș vrea să spun
Că am jos în genunchi astăzi
Îmi dă fluturii
Îmi dă departe
Până când mă voi ridica din nou pe picioarele mele
Hei, mă simt
Mă simt extraordinar
Outshined
Outshined
Outshined
Oh da
Outshined
Oh, oh, oh
Deci, acum știi, cine devine mistificat

Arată-mi copilul de putere
Aș vrea să spun
Că am jos în genunchi astăzi
Da, îmi dă fluturii
Îmi dă departe
Până când mă voi ridica din nou pe picioarele mele
Mă simt
Mă simt
Arată-mi copilul de putere
Aș vrea să spun
Că am jos în genunchi astăzi
Da, îmi dă fluturii
Îmi dă departe
Până când mă voi ridica din nou pe picioarele mele
Mă simt
Mă simt extraordinar
Outshined
Outshined
Outshined","Nostalgia, Sadness, Solemnity, Tension"
Lucky Dube,Reggae,I’ve Got You Babe,Slave,"Am mers chiar în jurul lumii
Încercând să găsesc o femeie
O femeie care mă va înțelege
Am mers chiar în jurul lumii
Încercând să găsesc o femeie
O femeie care mă va înțelege
Toate femeile pe care le-am avut înainte
Nu m-a înțeles niciodată
Acum că te-am găsit iubito
Nu mă voi uita mai departe
Acum că te-am găsit iubito
Nu mă voi uita mai departe
Acum că te-am găsit iubito
Nu mă voi uita mai departe

Este atât de frumos când ești acolo
Atât de frumos, atât de frumos
Te iubesc, te iubesc
Te iubesc, te iubesc
Te iubesc

Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine

Iubito, știi cât de mult am nevoie de tine iubito
Vă rog să nu mă lăsați niciodată iubito
Nu mă lăsa niciodată ooh ...

Ayo ayo, ayo ayo
Ayo ayo, ayo ayo
Ayo ayo, ayo ayo
Ayo ayo, ayo ayo
Ayo ayo, ayo ayo
Ayo ayo, ayo ayo
Ayo ayo, ayo ayo

Știi că copilul meu Viața mea depinde de tine
Tu ești viitorul meu, ești tot ce am
Te rog, iubito, te rog iubito, da ...

Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine
Te-am făcut iubito să mă fac să mă simt bine","Amazement, Joyful activation, Tenderness"
Johnny Cash,Country,A Boy Named Sue,At San Quentin,"Tatăl meu a plecat de acasă când aveam trei ani
Și nu a lăsat prea mult lui Ma și pentru mine
Doar această chitară veche și o sticlă goală de băutură
Acum, nu-l învinovățesc pentru că a fugit și a ascuns
Dar cel mai însemnat lucru pe care l-a făcut vreodată
A fost înainte să plece, s-a dus și m-a numit „Sue”.

Ei bine, el trebuie să creadă că este o glumă
Și a primit multe râsete de la o mulțime de oameni
Se pare că a trebuit să-mi lupt toată viața.
Unii Gal ar chicoti și m-aș înroga
Și un tip ar râde și i-aș fi dat din cap
Vă spun, viața nu este ușoară pentru un băiat pe nume „Sue”.

Ei bine, am crescut repede și am crescut
Pumnul meu a devenit greu și înțelepciunea mea a fost dornică
M-aș plimba din oraș în oraș pentru a-mi ascunde rușinea
Dar am făcut un jurământ către lună și stele
Că aș căuta în tonurile și barurile honky
Și ucide-i pe acel om care mi-a dat acel nume groaznic

Ei bine, a fost Gatlinburg la mijlocul lunii iulie
Și am lovit doar orașul și gâtul era uscat
M-am gândit să mă opresc și să mă fac o bere
La o salon vechi de pe o stradă de noroi
Acolo la o masă, tratat cu știftul
Sat The Dirty, Mangy Dog care m-a numit „Sue”.

Ei bine, știam că șarpele era propriul meu tată dulce
Dintr-o imagine uzată pe care mama mea o avea
Și știam că cicatricea pe obraz și ochiul lui rău
Era mare și îndoit și gri și vechi
Și m-am uitat la el și sângele meu a rămas rece
Și am spus: „Numele meu este„ Sue! ” Ce mai faceţi!
Acum vei muri !! ""

Ei bine, l-am lovit tare chiar între ochi
Și a coborât, dar spre surprinderea mea
El a venit cu un cuțit și mi-a tăiat o bucată din ureche
Dar am aruncat un scaun chiar peste dinți
Și ne-am prăbușit prin perete și în stradă
Lovitură și un „care se aruncă în noroi și sânge și bere

Îți spun, am luptat cu bărbați mai dure
Dar chiar nu-mi amintesc când
A dat cu piciorul ca o catâră și a mușcat ca un crocodil
L-am auzit râzând și apoi l-am auzit cuss
S-a dus pentru arma lui și am tras-o pe a mea mai întâi
A stat acolo privindu-mă și l-am văzut zâmbind

Și el a spus: „Fiule, această lume este aspră
Și dacă un om o va face, el trebuie să fie greu
Și știam că nu voi fi acolo pentru a vă ajuta
Așa că îți dau acest nume și mi-am spus la revedere
Știam că va trebui să te duci sau să mori
Și este numele care te-a ajutat să te facă puternic

El a spus: „Acum ai luptat doar cu o luptă
Și știu că mă urăști și ai dreptul
Să mă omoare acum și nu te-aș învinovăți dacă o faci
Dar ar trebui să-mi mulțumească, înainte să mor
Pentru pietrișul din Ya Guts și scuipat în ochi
Pentru că sunt fiul de căruță care te-a numit Sue

M-am sufocat și mi-am aruncat arma
Și l-am numit paul meu, iar el m-a numit fiul său
Și am venit cu un alt punct de vedere
Și mă gândesc la el, din când în când
De fiecare dată când încerc și de fiecare dată când câștig
Și dacă am vreodată un fiu, cred că îl voi numi
Bill sau George! Orice altceva decât Sue! Încă urăsc acest nume!","Nostalgia, Power, Sadness, Tension"
Faith Hill,Country,Why,Deep Tracks,"Trebuie să fi fost într-un loc atât de întunecat
Nu ai putut vedea lumina
Ajungând pentru tine prin norul furtunoasă
Acum aici suntem adunați
În micul nostru oraș natal
Acesta nu poate fi modul în care ai fost menit să atragi o mulțime
Oh, de ce, asta mă întreb în continuare
A fost ceva
Aș fi putut spune sau am terminat
Oh, și eu, nu aveam niciun indiciu pe care îl masci
Un suflet tulburat, Dumnezeu nu știe decât
Ce a mers prost și de ce
Ai părăsi scena
În mijlocul unei melodii
Acum în mintea mea te țin înghețat
Ca un tânăr de șaptesprezece ani
Rotunjind al treilea pentru a înscrie alergarea câștigătoare
Ai jucat mereu cu pasiune
Indiferent de joc
Când ai luat scena, ai străluci la fel ca soarele
Oh, atunci de ce, asta tot ce întreb
A fost ceva
Aș fi putut spune sau am terminat
Oh, și eu, nu aveam niciun indiciu pe care îl masci
Un suflet tulburat, Dumnezeu nu știe decât
Ce a mers prost și de ce
Ai părăsi scena
În mijlocul unei melodii
Cântecul tău frumos
Acum stejarul se balansează
În briza de toamnă timpurie
Și un soare de aur îmi strălucește pe față
Prin gânduri încurcate am auzit
Un cântec mockingbird
Și întreaga lume veche nu este chiar atât de rea a unui loc
Oh, dar de ce, nu există înțelegere
Și cine sunt eu să încerc să judec sau să explic
Oh, dar eu, am o întrebare arzătoare
Cine ți-a spus că viața nu merită lupta
Au greșit și au mințit
Acum ai plecat și ei plâng
Pentru că nu este ca tine să te îndepărtezi
În mijlocul unei melodii
Cântecul tău frumos
Cântecul tău absolut frumos","Calmness, Nostalgia, Sadness"
Radiohead,Rock,How to Disappear Completely,Kid A,"Asta acolo, nu sunt eu
Mă duc unde te rog
Mă plimb prin pereți
Plutesc pe liffey

Nu sunt aici
Acest lucru nu se întâmplă
Nu sunt aici
Nu sunt aici

În puțin timp
Voi fi plecat
Momentul a trecut deja
Da, a dispărut

Nu sunt aici
Acest lucru nu se întâmplă
Nu sunt aici
Nu sunt aici

Lumini stroboturi și boxe suflate
Artificii și uragane

Nu sunt aici
Acest lucru nu se întâmplă
Nu sunt aici
Nu sunt aici","Sadness, Tension"
50 Cent,Hip-Hop,P.I.M.P.,Get Rich or Die Tryin’,"Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p
Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p

Acum, Shorty, ea în club, ea dansează pentru dolari
A primit un lucru pentru acel gucci, acel fendi, acea prada
Că BCBG, Burberry, Dolce și Gabbana
Ea le hrănește fantezii nechibzuite
O plătesc, pentru că o vor
Am scuipat puțin g, om, iar jocul meu a primit-o
O oră mai târziu ai acel fund în Ramada
Ei păcălesc negrii în urechea ei spunând că se gândesc la ea
Am cățea lângă bar încercând să-i bag o băutură
Îi place stilul meu, îi place zâmbetul meu, îi place felul în care vorbesc
Ea din țară
Cred că îi place de mine, pentru că sunt din New York
Nu sunt acel nigga să încerce să-l holla, pentru că vreau ceva cap
Sunt acel nigga încercând să-l holla, pentru că vreau niște pâine
Aș putea să-mi pese mai puțin cum se comportă când ea în pat
Bitch, lovește acea pistă, prinde o întâlnire și vino să-l plătești pe copil!
Uite, iubito, este simplu, nu poți vedea
Te dai cu mine, te duci cu un p-i-m-p

Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p
Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p

Îmi dau banii, vezi, fată, poți să mă holla la mine
Dacă te duci cu mine, sunt P-I-M-P
Nu ceea ce vezi la televizor, nici Cadillac, nici gras
Capul plin de păr, cățea, sunt P-I-M-P
Vino să primești bani cu mine dacă ești curios să vezi
Cum se simte să fii cu un P-I-M-P
Rulează-te în Benz cu mine, ai putea să te uiți la televizor
Din bancheta din spate a V, sunt P-I-M-P

Fată, am putea scoate niște șampanie și am putea avea o minge
Am putea toast la viața bună, fată, am putea avea totul
Am putea cu adevărat să ne împrăștiem, să facem o fată și să rupem mall-ul
Dacă ai nevoie vreodată de cineva, eu ar trebui să suni
Voi fi acolo pentru a te ridica dacă ar trebui să cazi vreodată
Dacă aveți probleme, le pot rezolva, sunt mari sau sunt mici
Celălalt negru pe care îl ai cu rahatul
Sunt prietenul tău, tatăl tău și confident, cățea

Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p
Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p

Ți-am spus proști înainte, rămân cu instrumentele
Țin un benz, niște jante și câteva bijuterii
Mă holla la un ho 'până am o curvă confuză
S-a urcat fără plată; Eu? Am primit pantofi Gator
Sunt cumpărat pentru chinchillas vara, acestea mai ieftine
Omule, asta, o poți avea
Când am terminat, nu o păstrez
Omule, cățelele vin și pleacă, fiecare nigga pimpin 'știe
Spui că este secret, dar nu trebuie să-l păstrezi pe jos
Curva, alege pe mine, te voi face pe stradă
Pune-mi celelalte sapa jos, îți primești fundul
Acum Niki cățea mea de jos
Ea a venit mereu cu pâinea mea
Ultimul negru cu care a fost cu cusături în cap
Scoate-ți Ho-ul din buzunar, voi pune o taxă pe o cățea
„Pentru că am nevoie de patru televizoare și AMG pentru cei șase
Ho face un proxenet bogat, nu plătesc, cățea
Prindeți o întâlnire, suge o pula, rahat, truc

Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p
Nu știu ce ai auzit despre mine
Dar o cățea nu poate scoate un dolar din mine
Fără Cadillac, fără Permuri, nu puteți vedea
Că sunt mamă p-i-m-p

Da, în Hollywoood spun ei
""Nu există niciun fel de b'ness ca show-ul B'ness.""
În capotă spun ei
„Nu există nici o b'ness ca hoe b'ness”, știi?
Ei spun că vorbesc puțin repede
Dar dacă asculți puțin mai repede
Nu trebuie să încetinesc pentru ca tu să te prinzi, cățea","Amazement, Power"
Johnny Cash,Country,The Man Comes Around,American IV: The Man Comes Around,"Și am auzit, așa cum era, zgomotul tunetului. Una dintre cele patru fiare spunând: „Vino să vezi”. Și am văzut și iată un cal alb

Există un bărbat care se ocupă de nume
Și decide pe cine să elibereze și pe cine să dea vina
Toată lumea nu va fi tratată la fel
Va fi o scară de aur care va ajunge
Când omul vine
Părul de pe braț se vor ridica
La teroare în fiecare înghițitură și în fiecare sup
Vei participa la ultima ceașcă oferită
Sau dispare în pământul olarului
Când omul vine

Auziți trompele, auziți pipers
O sută de milioane de îngeri cântând
Multitudinile se îndreaptă spre marea kettledrum
Voci care sună, voci plângând
Unii se nasc, iar alții mor
Vine regatul alfa și omega
Iar vârtejul este în copacul de ghindă
Fecioarele își tundă fitile
Vârtejul este în copacul de ghimp
Îți este greu să lovești împotriva înțepăturilor

Până la Armageddon nu salam, fără shalom
Atunci tatăl Părinte își va chema puii acasă
Înțeleptul se va înclina înaintea tronului
Iar la picioarele lui își vor arunca coroanele de aur
Când omul vine
Oricine este nedrept l-a lăsat să fie nedrept
Oricine este neprihănit să-l lase încă drept
Cine este murdar l-a lăsat să fie murdar
Ascultați cuvintele scrise de mult timp
Când omul vine

Auziți trompele auzi pipers
O sută de milioane de îngeri cântând
Multitudinile se îndreaptă spre marea kettledrum
Voci care sună, voci plângând
Unii se nasc, iar alții mor
Vine regatul alfa și omega
Iar vârtejul este în copacul de ghindă
Fecioarele își tundă fitile
Vârtejul este în copacul de ghimp
Îți este greu să lovești împotriva înțepăturilor
În măsurarea sutei de greutate și a băncii lire sterline
Când omul vine

Și am auzit o voce în mijlocul celor patru fiare. Și m-am uitat și iată un cal pal, iar numele lui care stătea pe el era moartea, iar iadul a urmat cu el","Joyful activation, Power, Solemnity"
The Replacements,Rock,Unsatisfied,Let It Be ,"Uită-mă în ochi, apoi spune-mi că sunt mulțumit
Ai fost mulțumit?
Uită-mă în ochi, apoi spune-mi că sunt mulțumit
Hei, ești mulțumit?

Și merge atât de încet
Tot ce mi-am dorit vreodată
Spune-mi ce e în neregulă?

Uită-mă în ochi și spune-mi că sunt mulțumit
Ai fost mulțumit?
Uită-mă în ochi, apoi spune-mi că sunt mulțumit
Acum, ești mulțumit?

Totul merge
Ei bine, orice merge
Tot timpul
Tot ce visezi
Este chiar în fața ta
Și totul este o minciună

Uită-mă în ochi
Și spune-mi că sunt satisfăcut
Uită-mă în ochi
Nemulțumit

Sunt așa, sunt atât de nemulțumit
Sunt atât de nemulțumit
Sunt așa, sunt atât de nemulțumit
Sunt atât de nemulțumit
Ei bine, uh ... bine, sunt un
Sunt așa, sunt atât de nemulțumit
Sunt atât de dezbrăcat
Sunt atât de ...","Power, Sadness, Tension"
The Jam,Rock,The Eton Rifles,Setting Sons,"Supa-ți berea și colectează-ți fag-urile
Se întâmplă un rând în apropiere de Slough
Scoate-ți covorașul și roagă-te spre Occident
Voi ieși pe al meu și mă voi ruga pentru mine
Am crezut că ești deștept când le-ai luat
Dar nu ai făcut o privire în camera lor de artilerie
Tot ce rugby îți pune părul pe piept
Ce șansă ai avut împotriva unei cravată și a unei creste?
Salut-hurray, ce zi frumoasă
Pentru puști eton, puști eton
Salut-hurray, sper că ploaia se va opri să se joace
Pentru puști eton, puști eton
Am crezut că ești deștept când ai aprins siguranța
Dăruiați Casa Comunelor în pantofii dvs. noi
A compus o simfonie revoluționară
Apoi m-am culcat cu un tânăr fermecător
Salut-hurray, urale atunci, prietene
Sunt puști eton, puști eton
Salut-hurray, un răzuit extremist
Cu puști eton, puști eton
Ce catalizator s-a dovedit a fi
A încărcat armele, apoi fugi de acasă pentru ceaiul tău
M-a lăsat în picioare ca un școlar vinovat
Ce catalizator s-a dovedit a fi
A încărcat armele, apoi fugi de acasă pentru ceaiul tău
M-a lăsat în picioare ca un școlar obraznic
Am ieșit din ea în mod natural cel mai rău
Bătut și sângeros, iar eu eram bolnav pe cămașă
Nu eram nicio potrivire pentru spiritul lor neîngrijit
Deși unii dintre flăcăi au spus că vor reveni săptămâna viitoare
Salut-hurray, este prețul de plătit
La puști eton, puști eton
Salut-hurray, aș prefera ciuma
La puști eton, puști eton
Salut-hurray, este prețul de plătit
La puști eton, puști eton
Salut-hurray, aș prefera ciuma
La puști eton, puști eton
Puști eton, puști eton
Puști eton, puști eton","Joyful activation, Nostalgia, Sadness, Tension"
Post Malone,Hip-Hop,Feeling Whitney,Stoney (Deluxe),"Am căutat pe cineva ...
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh

Și am căutat pe cineva care să-l pună la punct
Nici măcar nu pot părăsi dormitorul, așa că continuă
Și nu am văzut o lumină a zilei, deoarece, bine, nu este important
A trecut mult timp
Și mă simțeam pe Whitney, eu și homies-ul meu sorbi Houston
Mașini și haine, credeam că câștig, știai că pierd
Mi-ai spus să mă trezesc, dar ceasul meu rămâne mereu pe Snooze
Și am terminat

Fiecăruia lor și găsește pace în cunoaștere
Nu este întotdeauna rupt, dar iată să sperăm
Nu arată emoție, împotriva codificării tale
Acționează doar cât poți de greu
Nu ai nevoie de un prieten
Băiete, ești omul

Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh

Și am căutat pe cineva din care să-mi cumpăr drogurile de la
Se pare că fiecare dop a alergat spre est spre Utah, a devenit mormoni
Seceta vine în jur, se simte că nu am pe cine să depindă
Sober, ugh
Am avut 80 de beri marți seară, nu aveam nimic de făcut atunci
Mi-am pus un pic dwight și am cântat o melodie fericită
Și a aprins o țigară, a ieșit pe ușă, a avut o apariție
A băut mai mult

Fiecăruia lor și găsește pace în cunoaștere
Nu este întotdeauna rupt, dar iată să sperăm
Nu arată emoție, împotriva codificării tale
Acționează doar cât poți de greu
Nu ai nevoie de un prieten
Băiete, ești omul

Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh","Joyful activation, Sadness, Solemnity"
The Jam,Rock,Down in the Tube Station at Midnight,All Mod Cons,"Ecoul îndepărtat-De voci îndepărtate care se îmbarcă cu trenuri îndepărtate
Să le ducă acasă la
Cei pe care îi iubesc și care îi iubesc pentru totdeauna
Pașii glazurați, murdari-repetați -mi propriii și reflectă gândurile mele
Rece și neinvitor, parțial dezbrăcat
Cu excepția învelitorilor de cafea și a documentelor din această dimineață
Domnul Jones s-a dat jos
Titluri de moarte și întristare-ei povestesc despre mâine
Nebuni pe ravagă
Și sunt jos în stația de tuburi la miezul nopții
Mă apuc de schimbare-și scot regina
Zâmbind, înfiorător
Am pus banii și scot o prună
În spatele meu
Whispers in the Shadows-Gruff Blazing Voices
Urând, așteptând
„Hei băiat”, ei strigă „Ai bani?”
Și am spus „Am câțiva bani și un Curry Take Away
Sunt în drum spre casă cu soția mea
Ea va alinia tacâmurile
Știi că mă așteaptă
Lustruirea ochelarilor și scoaterea plutei ""
Și sunt jos în stația de tuburi la miezul nopții
Mai întâi am simțit un pumn, apoi o lovitură
Acum puteam să le miros respirația
Au mirosit de pub-uri și scruburi de viermi
Și prea multe întâlniri de dreapta
Viața mea a înotat în jurul meu
A aruncat o privire și m-a înecat în propria sa existență
Mirosul pielii maro
S-a amestecat cu vremea
Mi-a umplut ochii, urechile, nasul și gura
Mi-a blocat toate simțurile
Nu am putut vedea, auzi, să mai vorbească
Și sunt jos în stația de tuburi la miezul nopții
Am spus că sunt jos în stația de tuburi la miezul nopții
Ultimul lucru pe care l-am văzut
În timp ce stăteam acolo pe podea
A fost „Isus salves” pictat de un nutter ateu
Și un poster de cale ferată britanică a citit „Aveți o zi de plecare-o vacanță ieftină-faceți -o astăzi!”
Am aruncat o privire asupra vieții mele
Și m-am gândit la soția mea
Pentru că au luat cheile-și ea va crede că sunt eu
Și sunt jos în stația de tuburi la miezul nopții
Vinul va fi plat, iar curry-ul va fi rece
Sunt în stația de tuburi la miezul nopții
Nu vreau să cobor într-o stație de tuburi la miezul nopții","Calmness, Tension"
Post Malone,Hip-Hop,White Iverson,Stoney (Deluxe),"OT dublu
Sunt un nou trei

Saucin ', Saucin', sunt saucin pe tine
Sunt swaggin ', sunt swaggin', sunt swaggin ', oh-ooh
Sunt Ballin ', I'm Ballin', Iverson on You (Swish, Ooh, Ayy)
Ferește-te, ai grijă, ai grijă, da
Asta e lovitura mea, asta este lovitura mea, asta este lovitura mea, da
Cheltuiesc, îmi cheltuiesc toate plățile fuckin '

Mi-am luat niște împletituri și mi-am luat niște sapa
A început să rock în mânecă, nu pot să mă bag fără joe
Știi cum o fac, Concorduri pe degetele de la picioare
(Acest rahat este greu), ooh
Încă nu sunt bogat, dar știi că nu am rupt, eu
Deci, dacă o văd, îmi place, cumpără asta din magazin, eu
Sunt cu niște fete albe și iubesc coca
Ca și cum ar fi
Double ot ca și cum aș fi KD, Smokin 'Og
Și mă cunoști, în cei 2-3 și dinții mei de aur
Curva, zâmbesc, pariez că mă vezi din nasuri
Sunt un nou trei și mă schimb la noile mele 3

Alb Iverson
Când am început să bâlbâi, eram tânăr
Te gândești la mine când am plecat
Am nevoie de acei bani ca inelul pe care nu l-am câștigat niciodată, am câștigat

Saucin ', Saucin', sunt saucin pe tine
Sunt swaggin ', sunt swaggin', sunt swaggin ', oh-ooh
I Ballin ', I'm Ballin', Iverson pe tine
Ferește-te, ai grijă, ai grijă, da
Asta e lovitura mea, asta este lovitura mea, asta este lovitura mea, da
Cheltuiesc, îmi cheltuiesc toate plățile fuckin '

Ooh, Stoney
Țigări și o bandă de cap
Virgule, virgule în capul meu, omule
A căzut ca un mort
Roșu și negru, „Băiatul meu, omule
Eu sunt răspunsul, nu întrebați niciodată
Dantelă, învață o lecție
Curva, eu sunt saucin, fac asta des, nu mă vorbim
Opțiunile mele chiar când intru, sar pe toți jordani
Sunt Ballin ', Money Sump'
De parcă aș fi Davis din New Orleans
Sau cățea mă întăresc, nu-mi lipsește nimic
La naiba practică, acest rahat se întâmplă doar, știi că nu poți suporta
O am, nu o trec niciodată, îmi lucrez magia
Medie ridicată, minge pe acești ticăloși, mă face fericit
Este tragic, o fac să se întâmple și tot ce shaqtin '

Alb Iverson
Când am început să bâlbâi eram tânăr
Te gândești la mine când am plecat
Am nevoie de acei bani ca inelul pe care nu l-am câștigat niciodată, am câștigat

Saucin ', Saucin', sunt saucin pe tine
Sunt swaggin ', sunt swaggin', sunt swaggin ', oh-ooh
I Ballin ', I'm Ballin', Iverson pe tine
Ferește-te, ai grijă, ai grijă, da
Asta e lovitura mea, asta este lovitura mea, asta este lovitura mea, da
Cheltuiesc, îmi cheltuiesc toate plățile fuckin '","Joyful activation, Power"
